ID,Name,Description
456B4ED03D8ACA572B30D94972E9148A,xˀ,LATIN SMALL LETTER X - MODIFIER LETTER GLOTTAL STOP
E8B06BBA220BECED1D46A482BFB457E7,hˀ,LATIN SMALL LETTER H - MODIFIER LETTER GLOTTAL STOP
3A2EBE8650EB43A5A6D7C00ECA634291,l̻,LATIN SMALL LETTER L - COMBINING SQUARE BELOW
3BC1F6D2610834969E5525A131FC9E41,l̺,LATIN SMALL LETTER L - COMBINING INVERTED BRIDGE BELOW
81345F12922D0D6811F6BE87C0593038,r̺,LATIN SMALL LETTER R - COMBINING INVERTED BRIDGE BELOW
926CB39120C104E2AEBA6852ACE9D633,lɻ,LATIN SMALL LETTER L - LATIN SMALL LETTER TURNED R WITH HOOK
2060144B3E5025B6C6FAAEBAF9EC4038,bʷ,LATIN SMALL LETTER B - MODIFIER LETTER SMALL W
D8BA4CA3FEC4DBA428F4C21C9833134C,nr,LATIN SMALL LETTER N - LATIN SMALL LETTER R
6E7E5112EA50273566906EBBFD1997B2,mw,LATIN SMALL LETTER M - LATIN SMALL LETTER W
95996CAB019505C034CED3D0966D8E36,N,LATIN CAPITAL LETTER N
F271E20422EFEB166A404CD30498F5EE,t̠ʃː,LATIN SMALL LETTER T - COMBINING MINUS SIGN BELOW - LATIN SMALL LETTER ESH - MODIFIER LETTER TRIANGULAR COLON
E6DD826C141052A0D676CB683CC9DA79,x̟,LATIN SMALL LETTER X - COMBINING PLUS SIGN BELOW
7692161749A9C1076C207169234D0143,ŋ̟,LATIN SMALL LETTER ENG - COMBINING PLUS SIGN BELOW
C39DA742ED3DD44A5EFDBCC9003F49B6,ɴ,LATIN LETTER SMALL CAPITAL N
ADB3AC24685B0B696055B033C21BE21F,bʼ,LATIN SMALL LETTER B - MODIFIER LETTER APOSTROPHE
7FB2B818AD12A8989FC85424C4DBDADA,i1,LATIN SMALL LETTER I - DIGIT ONE
2CA23E9B741F89B6B247AE7E0907B564,e1,LATIN SMALL LETTER E - DIGIT ONE
41DEF840A217B161B86DF74FC26BF4F3,o1,LATIN SMALL LETTER O - DIGIT ONE
91D09C2A2B3239154C646B08B380DE5F,j̪,LATIN SMALL LETTER J - COMBINING BRIDGE BELOW
